Comments,Type
watching 'That Thing You Do' on Comcast. Missing my boo like crrrrrazy!,0.0
It just had to rain on me almost a perfect day now my clothes are wet,0.0
" lol, i`ve done that one b4  i`m a victim 2 that! lol",0.0
i would slip and fall... on the dirty school bathroom floor. fml.,0.0
 ugggh idk how to do that  but i only wanna stop getting texts from twitterr  -ilsE*,0.0
"Just came back from watching Terminator Salvation @ Cathay. It`s so-so only, not so much action  but I feel sorry for Marcus though.",0.0
I can`t believe I thought I had a morning shift today and told Alex that I could take him to the airport.  His flight is during my shift!,0.0
"My poor heather, she didnt make the cheerleading squad. Im sorry babygirl. Maybe next year",0.0
I have to reupload the **** thing again,0.0
"_beery Yeah little rough this morning but more tonight, and tomorrow night if all goes as planned. Caloric intake off the charts",0.0
"Omg, my mom just called... Im too late... Hes gone",0.0
Just lost my internet signal  how will life go on,0.0
 sorry we didn`t get a chance to chat at #screengrab09. Caught glimpse of you across room but was dragged home prematurely,0.0
i just bit my tongue.  blood everywhere!!!,0.0
 don`t know it really hurt my arm. guess you have to booze me.. or just ask  or  if you don`t believe me!,0.0
Not going to the dance recital and now i feel like a piece of **** cuz it cost so much money,0.0
"tiiiiiiired! Going to bed! Drinking leads to making out with boys, who you later forget their names.... Don`t drink kids. Goodnight",0.0
; keeps getting such delayed responses. why is my internet so messed up?!,0.0
" I know, that is so sad.  I",0.0
" Every time I have Friday off. Sadly, that`s not too often",0.0
The sun is not cool,0.0
...  that was meeeaaannn. people make mistakes ok?! lol,0.0
has broken off the fb wedding so sadly no longer has an excuse to get @ hauntingxealot to Goulburn,0.0
"What did I learn today? Never post anything you`ve sold on ebay using royal mail. They lose it, I refund: compo`s nowhere near - my bad",0.0
"_ Oh god, yeah! I forgot about that",0.0
I`m poorly and can`t sleep,0.0
Buried under more web changes. Going to make lunch now... I won`t have a chance later. Too much to do.,0.0
 SHUT YOUR FACE! Why are you so mean to me? Pedro is supposed to be the mean one,0.0
"I`m really getting sick ugh **** nursing homes! Laying in bed, might go run later, watch some more movies with Austin. Sara & Sami left",0.0
" I saw you stalkerishly from the elevator, but Brookie was eating her moracca (?) So we had to go.",0.0
 Well thatÃ¯Â¿Â½s disappointing to hear.,0.0
facebook is being a ****,0.0
mad the rain got me...now i cant go see jaiden   *|)|/-\|\|/-\*,0.0
i dont feel very good,0.0
"Visiting the grandparents in Manhattan, and dropping off my sister for the week! I wish I had an excuse to be so tired today..",0.0
This weekend is going to be packed full of work for school  No life this summer I`m afraid.,0.0
Please read my blog http://amandallynn.blogspot.com/ I`m not having the best day,0.0
" You did know, you just couldn`t remember!!",0.0
Work in that heat is horrible !,0.0
 Since the demise of Woolworths it isn`t easy to find reasonably priced pick n mix anywhere,0.0
" I`ve been unlocked for decades now...just not lucky, never have been.  Gottta make my own luck and that involves $$$$$",0.0
Taking care of yucky stuff.,0.0
homework on a friday night...lame,0.0
industrial tommorow! oh yeah & I get to go see a bunch of old people go away forever & I will probably cry all over the place.,0.0
"Laughing for no reason...maybe its because its 2:27 and I`m tired, haha. Maybe i should go to bed  Night!",0.0
_Greta That is so not good.  Your box is worth way more than that!,0.0
 very bad.,0.0
I must have just missed   & I guess I scared  & _TX off...  Sorry,0.0
I feel really bad for female racoons with abusive racoon husbands... when you always have black eyes- no one can help,0.0
"Its prob cuz I don`t really like sleeping in late, even if I tried.",0.0
" Awww. Don`t mean to sound like an overgrown age 37 baby, but I`m still stick. Not as bad as yesterday, but still bad.",0.0
"i`m watching missing pieces, just coz the theme song is lost without you",0.0
 **** i hope theyr all wrong we need him,0.0
My throat is killing me,0.0
"_nexus he has to have a new suitcase, but he is just so bloody indecicive, everytime he wants to buy something it takes HOURS",0.0
 oh dear.. u serious? so how does one prevent bites??  I`m so itchy its distracting while editing.. *sigh*,0.0
DotA is an addiction...i waste 6-7 hours playing dota,0.0
 How long before the Frisbee Golfer 'accidentally' catches one in the back of the head from his friend,0.0
hi guys just doing da usael notmuch really! <3 sad me,0.0
"Not smoking sucks sucks **** SUCKS, I want a cig",0.0
has heart burn,0.0
" dude, that`s eff`ed up. LOL @ chris browning you. We live so far apart and Im afraid to fly",0.0
Washing The Dishes :S iTs So hard 2 be Me,0.0
 Depends on what they want for it....I`ve become poor again,0.0
Almost to grandmas now. No internet there. I will never catch up on twitter.,0.0
okie gonna tweet more because i am loosing you guys or girls,0.0
why am i so tired?,0.0
just uploaded my new blog... a painful story about an 80s year old man who cried because he wanted to die... very sad,0.0
 wats gooood !! miss yall already,0.0
its my burfday and i`m all alone,0.0
"Why are young people attracted to trouble? this makes me sad!  ,<3 kMv",0.0
Omg i`m going to robinson with tyler wfm. And i freakin miss anthony  ugh today kinda sucks. Lex<3,0.0
 That is super sad   How is Bart etc holding up?,0.0
_ERON Effy breaks my heart.,0.0
and this terrible cartoon that`s supposed to be mexican.,0.0
 - Sorry only just seen this - how strange it seems only to happen from my iPhone - perhaps it is a problem with Twitterific,0.0
  BUT THEY ARE EXPENSIVE.,0.0
 so sorry about that  I have the same issues...LOL. My weekend started about an hour ago!!!,0.0
is sad that she is not seeing Basshunter at Metroplex this weekend,0.0
" *reads phone book* Hugh Clancy, Hugh Claments...Nope, no Hugh Clap.  Poor Holly, though she`ll grab pity votes like a shark.",0.0
 o can`t work that one out  pain in the **** them spammers,0.0
**** it. Totally gutted I decided not to go out tonight. Roni Size is DJing,0.0
  I don`t think I like this Roy Williams who dissects frogs while still alive >  You look like Chachi from Happy Days,0.0
 I am definitely ready... actually ahead of you... I already have a sun tan and I was out at the beach yesterday.,0.0
Zach G. gets an extensive profile in this weekend`s NY Times Magazine. The chances of us falling in love are getting fewer and fewer.,0.0
ahhh fusterated,0.0
 I am using iMovie 08 and it`s still not bad. I am afraid to hear what is wrong with 09,0.0
"outta the shower, too bad justin couldn`t spend the night.  haha",0.0
 jealous  it looks like schindler`s list in toronto,0.0
  I`m SO jealous! I don`t know when I`ll be able to see Conan.,0.0
My wedding next Thursday and I`m ill,0.0
 Aw...poor thing.,0.0
 hahahah of course  they have such a nasty display picture :`),0.0
 dad`s been having fever since last nite and needs 2 bottles of blood trasfusion..loaded 1 today..1 to go tomorrow.,0.0
"Sick. Feel like jello, can`t talk, and delirious.",0.0
It`s teddy-chucking time,0.0
"Finally, im back online! I miss my lappy. So many things to follow up. Starting with Ning... Haha.",0.0
" sux, I`m thinking of being an accountant. Mad monies! I`m a middleschool cafeteria manager  (25k/yr)",0.0
the fact my room is so hot is making me feel sick,0.0
my arms hurt!,0.0
on my way to work. I`M SO HUNGRY!,0.0
starting phase 1 of operation 'be productive'- pack clothes. can`t find pink tank top!! oh no!!!,0.0
Miss Cauzinhoooo already,0.0
 OK! Oops sorry,0.0
_xo  hey chick u alryt u at dads tmoro we sud do sumin aen like last week we neva dun oot this week lol  missed you ha bye hun ****,0.0
" http://twitpic.com/4wfs8 - You are so weird. You need to lay off the smokes, because you`re talking to yourself.",0.0
"_zaboo its ok, it just hurts abit i thought i was doing a good job... if i was rude to people i could understand...  x",0.0
lost HIATUS noooooooooooooooooo D: back to school tomorow. back in 10TY  (),0.0
"A sunny morning in the Big K, with lawns to mow and a 2 mile to run to attempt, urgh",0.0
melissa_leah: my car wont start.......,0.0
Bushidokan class got canceled.   I`ll just have to sign up for karate someplace else!!,0.0
Never commute in the rain. The people get so much meaner to you.,0.0
 The problem is that I`m not finished with it  But I have logged in mass hours this week on it. And i`m not being paid! POP!,0.0
 FAILlllllllll  whenever ur freee then?,0.0
My legs are so **** sore. And my feet hurt to walk. Whataday,0.0
 hahah! sadly there is no current activity though in the room,0.0
noone wants to talk to me  lol,0.0
so very irratated,0.0
" haha.. you were actually in violations of someone`s trademark?! okay..  Yeah, I went to bed at 4 and I had to be up at 6. :[",0.0
Lost at bowling again  why do i suck,0.0
 hahahaha wtf dianne????? who twitters that lol...i guess it depends who the person is.....,0.0
always excited for a new chapter in my life. just didnt expect it to be so emotional.,0.0
in about half a hour i`m going to my english lesson...guess i`ll have to wait...and wait for a couple hours so i`m over with it.(( :S   )),0.0
acsvxdcbgfn soccer now. shall see young phoebe after D: I don`t want her dressed up though,0.0
 you could say that. I left it in VT and have been Blackberryless since Tuesday Night. I`m lost,0.0
" it was a biligual sweatshop LOL I talk 2 him once in a while but not as much, he got an r6",0.0
Taking 40 underpriveledged kids to the circus 2moro. BIG day planned & I still aint feeling 100%  so nervous right now..,0.0
  it might be the swine flu! haha `cause i`ve got the flu,0.0
i can`t studyyyyyyyyyyyyyyyyyyyyyyyyy  i have an exam tom,0.0
I think I should hire one of those tranlsators.. because no one ever understands me....,0.0
I overslept  headache,0.0
Rats the Creative VADO`s are out of stock at walmart.com I`m too late.,0.0
 I wasn`t feeling it,0.0
Follow Friday is a bit hard to do when my work kicks in on Fridays,0.0
"has burnt my hand on the cooker, it hurts",0.0
 I always feel guilty about it,0.0
i really cant take this.,0.0
net .. net .. net ..  hmm. bad weather .. weird summer!,0.0
 ugh I`m not doin too good,0.0
" Miley, I tried voting for you, and it wont let me vote for some reason  Ill try back a little later! <3",0.0
 mmmm lauren conrad eeeeep im going to miss the hills,0.0
 Whom do yu wanna kill ??,0.0
"I dont like seeing my best friend cry, it breaks my heart and I dont know what to do or say",0.0
Sob! I can`t believe I`m ending my work week at the chapter about what Augusten Burrough`s father did to Ernie the guinea pig!,0.0
Actual wiki entry 'The Million Dollar Homepage' made me just shake my head due to the fact that ... sometimes...somtimes things just work,0.0
Boring starting work weekend soon................ 1st need to get a Tim Coffee so I can make it through this **** night shift........,0.0
Just drove by fisher and I feel so sad,0.0
am bored out of my skull.  i have got to get a job.  this SUCKS.  i need entertainment. /grumbles,0.0
_Dew tokens haven`t been working for me all day....,0.0
Epicfail and Joseph in class... Very long liao,0.0
i`m freezing in math class!,0.0
This is what I had to endure to get prizes of to my lucky winners  http://twitpic.com/669nm,0.0
Nic has no idea what he`s going to do!  money is all gone!,0.0
Unanticipated thunderstorm quashed camping trip,0.0
Omg going to die of swine flu when I go to Melbourne,0.0
Suddenly I remember all the memories with him  ohhh please,0.0
I think my cheap sunglasses are falling apart. Oh well,0.0
Slept at my parents the bed was hard as a rock now my back feels like a rock,0.0
I ate to much lunch...now I don`t want to work,0.0
@_Glitter_  kk but 4 sum reason its not lettin me vote 4 them,0.0
 ugh! **** it. Today doesn`t look like it`s going to work  i`m sorry,0.0
 morning Alex hope you will be tweeting lots today as we do miss you when you aren`t on here  ****,0.0
"****, got Chili Beans on my shirt  I hate that I can be a messy eater. Such a lady!",0.0
"I had some work to do, but my wrist hurts too much to do any of it.",0.0
 I think that`s what`s wrong with me.  Stuffed up and when I breathe in it feels like a sore throat,0.0
 ****. it should be recoverable. it`s just the boot part that`s messed up. grr argh. my business was on there.,0.0
http://www.bodybuilding.com/fun/richardchan.htm OMFG this dude looks well `ard! He puts me to shame...,0.0
 OMG are u still naked 1313 XDD omg i miss you so muuch,0.0
has stuff to do but refuses to do them.  :[,0.0
rented bikes + unknown trail with random bumps + big hills + kids = one beat up little girl. Not a good day on the B family vacation.,0.0
  I do not mean to laugh but a little giggle did come out - sorry,0.0
No one wants to sit with me at lunch  I guess I`ll just bury my head in my laptop and continue to be anti-social.,0.0
 5 seasons that`s it? Sorry just noticed in ur previous update. My sis isn`t gonna be happy,0.0
 I miss rollerblading down Shoreline.,0.0
"This wind is crampin` my style. I have a section of my yard that won`t get any water. I`d move the sprinkler, but it`s surrounded by mud.",0.0
I am probably spamming my follower`s account.,0.0
 so sad u cancelled silverstone show  better see u in sandown park!,0.0
 Don`t worry. You`ll be 38 soon,0.0
Sometimes I could swear I really am insane.,0.0
 haha IE...it`s expensive!!!! Hm...let me message you later,0.0
 you got it all done?? even the labs? thats all i have left to do. and i cant figure it out. FML,0.0
"Really missing hockey already.  Off for a night in Dtn Naperville.  Can`t wait for the day off tomorrow,  I have to work Sunday.",0.0
 Never ever smoking around you again.,0.0
This has been a dismal week.,0.0
 My public talk in July got canceled and I don`t know why.,0.0
"Alexxx Im gona miss you today. Im so sad, noooooooo",0.0
"I had 2 buy a new washer, bought the dryer 2.  Dryer labeled electric but is gas   GRRR.  Now we have 2 load it up tomorrow 2 return it.",0.0
"I`m so sad, really really sad",0.0
I can`t breathe well but turns out I`m not crazy.  Just inflammed lungs,0.0
Waiting for Natie to come online I miss him.,0.0
"FreeSat`s coverage (Sky dish) is really, really bad at the moment, blocks all over the place, really annoying!",0.0
" that truely is sad news to hear  we are all created equal, so sad to know our neighbors are such prejudice people",0.0
btw ian watkins has stopped following me  so i am a wee bit pissed off!,0.0
"oy, im such a nerd..im writin 2 no1 cuz no1 is followin me  i mean lik sum1 was but their account was deleted due to 'strange activities'",0.0
 this week has dragged a bit for me too  have an essay to write about the seaside then Im seeing eddie izzard tonight x,0.0
 oh ... you`ve been superseeded?  not good enough,0.0
"Stupid liars. Glad they are ignorant, because I had a blast!!",0.0
" Hello, yourself. Enjoy London. Watch out for the Hackneys. They`re mental.",0.0
" Oh dear, what a rotten life you lead, NOT!",0.0
headed to the hospital. i can`t take the pain anymore,0.0
" Ooh, jealous. I just have yoghurt and some carrots.",0.0
Bored out of my mind!  LOL,0.0
"_Guy In the past it was ok but since iÃ¯Â¿Â½ve got my own appartment, my own car........itÃ¯Â¿Â½s very difficult to save the money",0.0
Just got back from school! Ugh I don`t want to go to the dance tonight,0.0
"  Is competition around the corner? if not take it slow for at least a week. Twisted my ankle back in jc, awfully painful.",0.0
i cant sleep,0.0
"I`m very upset right now, like I can`t even formulate a complete thought....",0.0
oh my gosh!!! hollyoaks was so sad tonite,0.0
Just found a tink cover for a wii remote but the people i know dont have a wii  fail,0.0
Why can`t I make a phone call! I hate this anxiety ****. Someone cure me,0.0
Starting my 2nd shift! Im going to miss like an hour of the lakers game!,0.0
 copy & paste **** **** tosser piss flap a 10000000000 times !!!!,0.0
Fuuuuuuuudgeee I burned my finger with oil! It hurts,0.0
Friday is not treating me well so far.,0.0
so tired from school and work. shower than neighboures.,0.0
I wanted to see the story on ACORN tonight on Glen Beck but I missed it,0.0
"Much to my surprise, I was using my credit card before the crack dawn to do some serious online gambling. One problem: it wasn`t me.",0.0
" yeah but there are like 5,000 types of snakes..and it`s wicked wicked wicked hot...and idk. i don`t think i`d like it",0.0
I think I may have ruined a friendship this week by getting carried away,0.0
: aww im sorry honey.  that stinks,0.0
 that sucks!!,0.0
_Guy IÃ¯Â¿Â½m afraid yes - both are true  I hope u r not disappointed yet,0.0
im still melting and im in the house in the shade  its not fair.,0.0
 right..  making compromises is what kills us!,0.0
"In worst case cenario, I`ll show up on OFFF with a white mask, and scare everyone. Even better: everyone should wear a mask besides me.",0.0
"is back from the park and is very sunburnt  cant wait 4  2night,and is gonna get smashed..bein sober jst wnt b as fun!",0.0
I feel lazy watching other people work on my roof!  Kat Woman OUT,0.0
 RE: Hulu Desktop in Windows 7 Media Center  http://bit.ly/DEc64but not on extenders unfortunately,0.0
"ouuuuuuuuuchhhhhhhh, still hurting from the Barca spanking",0.0
"iPhone today! I want to see The Morning Of in Virginia Beach, but I don`t think I can get there",0.0
 I need to do some more post but I don`t have time on this tour  ........... Apologies to all my supporters.,0.0
totally forgot she had soccer today. ugh  today was actually good too...,0.0
 oops too late,0.0
Dang i didnt even remember it was my bday today,0.0
" I have heard that about a lot of programs like that, we go to a large chain of learning centers, sorry for you!",0.0
why yes jeeves. bring me that noose there  TOO MANY ASSIGNMENTS!,0.0
i lost a follower,0.0
but this little boy still makin me  work during the storm!!!,0.0
Things aren`t just as easy and simple as they seem to be.,0.0
is on twitter for the second day running. This is what study leave does to me! If only my car were in one piece,0.0
"_J_Stuart Unfortunately not yet, I am still without licence.",0.0
Ow... My shoulder muscle (I can`t remember the name :p) hurts... What did I do?  I don`t even know,0.0
 I wish I could afford to attend those benefits.,0.0
Oooh the hangover,0.0
My attempts at writing tonight seem to be failing.,0.0
Very bad things.......I need to stop thinking!,0.0
Phone will die soon. What to do now? Oh no!,0.0
" ?? Sorry you posted the vid again, but it won`t load for me...",0.0
  no water park today? made me jealous looking at that pic,0.0
"In pain,, poor me, I HATE THE SUN",0.0
F.Y.I. a lot of you people that are following me i have unfollowed a lot of you  yer kinda boring me or not really helpful to my e-growth!,0.0
 I can`t  has blocked me.  I can`t even request,0.0
Getting very frustrated by people who don`t know what they want... can`t wait to go home tonight...,0.0
"**** - Apple store is down for updates... what`s coming, I wonder?",0.0
"****, can`t sleep.  feening for cigs. i`m horrible. :X",0.0
 is there something wrong with the internet in chelmsford? my tv on demad isnt working right and my internet is SUPER slow,0.0
Tried to do an Audioboo recording but it` distorted due to the high volume  #OBS,0.0
"Need to come up with another blog post today. But for now, I AM SLEEEEEPPYYYYYY!!!!!!!!",0.0
she`s gone   I miss my kay way already,0.0
Missing nathan and the bccg already. And my best friends that tried to visit me   Heading back tomorrow afternoon.,0.0
on jacksonville beach walking in the cold **** water   but have to work in the morning   ily <(`-`)>,0.0
finished the noodles. done the dishwasher. really really warm. i don`t like it,0.0
"christian lacroix, and one of our on-off clients, gone bust.  http://tinyurl.com/kv653j",0.0
just got back from my exam... im surely gonna fail...now trying 2 get tickets 4 il divo! someone doesnt want us 2b there!!!,0.0
 The devil you say!  I`ve been waiting for the Black Widow in movies and now she won`t be awesome at all.,0.0
Man waking up sucks when u have to go to work like 30 min later,0.0
 you suck,0.0
The case for my iPod Touch is literally falling apart.  So junk,0.0
I dont care who gets mad. I like speaking my mind. Im alreadt crazy so it helps me not go off da deep edge! **** u!,0.0
throat infection coming on strong I think  I can taste blood :S,0.0
I cant to sleep and tomorrow i must wake up too early,0.0
" I wasn`t given an exact date, but it shouldn`t be much longer. Please accept our apologies for the inconvenience!",0.0
 physics  the most boring class ever!,0.0
gaahhhh! i want my #comet09 stream back...,0.0
i`m a little sad that school ended today i`m moving so i`m going to miss all my new friends from this year.    just got a hair cut,0.0
"oops just unfollowed everyone!  anywayz, will build my Twitter Empire.... again....",0.0
 Oh I see who u mean now-tht heltershelter person lol. yer looks scary,0.0
I knew I should`ve worn the SARS mask on the plane from SoCal.. feeling the beginnings of a sore throat,0.0
" yep, so I **** it.",0.0
hollie steel on bgt was absolutely excruciating to watch...poor girl.,0.0
" oops, me and my drunken stupor lol. Ima check it out",0.0
soo sick. i hate my life,0.0
I hate waiting in lines,0.0
 yeah the weather ruined my plans too  i was gonna beach it up as well,0.0
Its an undeniable truth.  I suck at talking to people.  No good at making a connection.  i come off as either strange or distant,0.0
" I gotta say, I feel bad for everyone in NKorea.  They`re starving, and they have a crazy in charge who endangers them daily.",0.0
"Feeling so rough today, just want a cuddle and some sleep",0.0
Still soo tired..not ready to get up for the day...work again,0.0
" me too, it sucks",0.0
"Going out to Miranda shopping centre to spend time with the family, before going away for 2 weeks to Malaysia. Gonna miss them!",0.0
missing mrs mcfox,0.0
at last i wr0te again....got bored the previous dayss....,0.0
 She! Maybe that was our first mistake.  Not everyone is as cool as   (brown nose moment),0.0
Internet is getting **** slow today..,0.0
Went out to get groceries...prices are inflating  Gas went up another 10 cents to hit $2.49... #TCOT,0.0
I`m so down again.  I wish I could share my problems with someone...,0.0
urban think fail. chai latte is not good there,0.0
"Trying to open a .docx file on my virtual system while I`m under the dryer. But it only has Office 2007,",0.0
idk why im so hyper im jumping everyhere. ugh lets let it be friday sweeney todd then cinco de mayo il those parties,0.0
bed. with stomach ache,0.0
 my computer is being stupid and wont let me vote  . if i could i would vote for u.,0.0
 i miss you!!  stupid work!,0.0
"Gettin some fuel, too bad no one is reading this!",0.0
" KH is the only thing I`ll be a weeaboo about.  I still prefer it in English but I`m impatient, haha",0.0
Everything is annoying me today,0.0
How did Day 26 go from a good budget video (imma put it on her) to such a low budget video (Stadium Music) The end may be near for them,0.0
 I think you and Tamera should have your own show anyway...the CW or ABC fam is not appreciating you like they should.,0.0
is still sick  sigh,0.0
**** my life.,0.0
"i miss the jokes and making fun of ppl and throwing ideas for songs, movies, and shows at eachother the most.  that`ll never go away...",0.0
Morning all. I appear to have a bit of a sore head. Perhaps the bag of pork scratchings for dinner wasn`t such a good idea,0.0
" haha you didnt see my macbook or my 24`` imac in that pic, so feel extra jealous lolll",0.0
 hey!  sorry for the late reply.but i do plan on posting on both facebook and twitpic.,0.0
At pool in Orlando got new kicks  going to seaworld tommrow miss my best friend,0.0
Father is staying home and conference calling. Sorry ,0.0
Why are the sinks in hospital toilets so low? Now the **** of my grey suit is spattered with water! Just in time for Physio,0.0
ughhhh.... sad day.,0.0
"Wishing it was a sunny day, then I might just be bothered to get outta bed! ..up the blues",0.0
wishes he had realized his wife hadn`t held onto the debit card before he took a long walk to get lunch and not after.  GRRR!,0.0
 How is she spoilt? She`s like 10? 11? That was hard for her to be put up in front of 14m people.  She`s really young.,0.0
school and the guy i like was talking to the girl i cant stand at all!!  ppl are just sooo...ughhhh!!,0.0
Have $#@&!!! Malware on my work PC!  I miss having an IT dept,0.0
Took me 2 times to get over the wall. What killed me was the 150 lb dummy that you can`t drag. 12  seconds over.,0.0
 I accidentaly slammed my finger in the trunk,0.0
 **** it! Must be Morrisons then,0.0
That was ****.,0.0
 NOOOOO I hate traffic,0.0
 !! I miss you too.,0.0
 I am so sorry I missed your tweet  I was on a nice long chat across the border with pastel. Did you want the recipe? email?,0.0
cupcakes gave me heartburn,0.0
 pandora is blocked at my work  bummed,0.0
 no panasonic charger.sorry,0.0
"_xox  Oh god, everyone`s dying.  But it`s mainly justin depressing me",0.0
" i know, and we gotta wait until earl 2010, i think or very late 2009! its just wrong",0.0
_watkins Oh my gosh ian i always miss you when your on,0.0
painting my nails green in an attempt to look like an army person. annoyed that everyone seems to tan apart from me! freckles and sunburn,0.0
#fieldnotes I ordered some on the 8th and they still haven`t arrived. 3 weeks and still no books,0.0
watching Jon & Kate plus 8..can`t believe they`re divorcing,0.0
"I work for a man that is so bad at his job that the whole team want to leave, and all believe we would make more money if he wasn`t here",0.0
"My poor wife.  I`m laid up for another 6 hours on doctors orders, then can`t do much and she is dealing with screaming baby",0.0
looks like the eprocurement e-mail address from office mate is blacklisted by IT here.. asking them to whitelist now.,0.0
 :: I know the feeling  Its a little depressing :S,0.0
 **** you and your hot weather - it`s freezing in Oz at the moment  I miss summer..,0.0
Uh-Oooh my throat is scratchy,0.0
  man i wont be home to co host with you!  xo*blair,0.0
ughhhhhhhhhhhh  :/,0.0
" lol - that`s what hubby`s are there for, to think their wives are nuts.",0.0
apparently even Novell Moonlight doesn`t work on my Jaunty,0.0
people with mustaches get super powers and mustaches. no fair.,0.0
"Bad day, just got worse...",0.0
Trying to recover photos after a problem between Windows and my XD card. Result: shots are all half visible  **** Microsoft...,0.0
" Wish I could listen but because I`m from Canada, the website won`t let me!",0.0
  I guess you are not interested !!,0.0
I hate funerals.,0.0
" I don`t know what that means, sorry",0.0
oh no. opera 10 is not google friendly  *weeps*,0.0
Hates bleech!! Messed up my black outfit,0.0
I feel like **** cause I couldnt sleep last night and went to sleep at 320 n bk up at 6  soooo tired!!!,0.0
I need a blackberry,0.0
Found my book. Starting a real paper-bound journal tonight. Have an annoying zit above my lip. Makes me look like I have herpes,0.0
scratchy scratchy throat. warm fluids needed,0.0
"would like june the nineteenth to hurry it self up, as she is waiting very impatiently to see wes carr",0.0
Trying to go to sleep but no luck  I think i`m sick... =S,0.0
_654  it`s this damp weather...,0.0
New work wellness challenge not going well.  I committed to not check email between 10 pm and 6 am.  Failed on first day.  Twice,0.0
"Whew. Finally done editing my Friendster account. Haha! Oh, geez. I`m hungry.",0.0
 that really sucks I feel bad for you at least I woke up at eight.,0.0
my 21month daughter`s seperation anxiety is intense. it`s killing me. i cant leave her sight without her breaking into an anxiety attack,0.0
Officially out of my apt  Learned some stuff about the crazy neighbors that used to live across the hall....scary!,0.0
"oh, not just his IMs, but also from all my friends who IM me! This really sucks, I am always not around!",0.0
" Dude, I miss the 90`s.   btw, the name of my mix is 'Damn the man! Save the 90`s!' hahaha",0.0
 what a **** shame all that body to waste,0.0
"Sitting watching britain`s got f all talent, but have watched a small girl cry and it`s sad",0.0
 Oh No! Oprah jumped in front again,0.0
 1000 = make sure it has the word poo or balls in it  Underbelly DOES suck balls... I gave up on it in wk 3.,0.0
 I agree with _Crazy it`s not worth it - block them & let Twitter police know about harrassment.,0.0
Needs a job BADLY!!!,0.0
 Wow  That had to be difficult,0.0
i think that studying has really started taking its toll..,0.0
 i did a couple hours ago...ive got sun burn and its really uncomfortable,0.0
Missing my baby ducks,0.0
I hate the dryer.,0.0
I REALLY  should have gone to the Chiropractor this week . . And today  my neck hurts so bad,0.0
I was gonna get off at 230 2day. Just found out I`m stayin til 630,0.0
even though everyone wanted to do a newish song and our teacher agreed :S old grumpy doesn`t like us happy  haha,0.0
" I wish I was! well, for the past hour I have been. But before that I was in bed. Proper migraine!",0.0
leaving now  off to get my angry teethed pulled....,0.0
I`m going to miss Miss Suhana,0.0
" Just go near a hive, they`ll tame you!",0.0
 my three most hated words are 'see you monday',0.0
It`s a sad day for beer drinking movie goers. The Speakeasy theaters are no more,0.0
I am in so much pain I really don`t feel too good. Couldn`t eat my dinner,0.0
   People are cruel sometimes.  I can`t imagine being a Star.,0.0
Sick at home and so bored  I want to get better already so I can enjoy being a college grad!,0.0
kinda has a headache...,0.0
"Omg, watching Hollie Steel`s crying is so so painful  #bgt",0.0
 That sucks about your prints. Sorry,0.0
Weather sucks!!... It`s raining again!!,0.0
work soonnnnnn  it`s looking rly dead today...,0.0
 i know my mom is going up there monday with me to get it changed. i`m so upset,0.0
I miss my peanut gallery,0.0
emily is over tonight XD work experience is over. Jen I`m  going to miss seeing you like everyday,0.0
I feel slightly sick now  #BGT,0.0
"Okay, the man with the hook for a hand is kinda freaking me out right now.",0.0
" I miss you too, Mojokins! I go there, but not long enough to comment  Will do more this weekend!",0.0
" Sigh. It is a sad, lonely profession.",0.0
 oh no fair.... thats in 9 hours,0.0
I should go shower but FFAF is **** distraaaaacting,0.0
 aww noooo that doesn`t sound too great,0.0
" I did do that one Twitter while driving, although the iPhone keypad sucks for driving and typing",0.0
Tummy hurts,0.0
Another Lake Park kid is going to Tulane. I`m not unique anymore,0.0
" Welcome to Glasgow Felix, sorry I cant be there tonight",0.0
" Im not getting any treatments, we are just gonna hang out at the pool and the hot tubs.",0.0
 again your fault  i didnt make u leave,0.0
 Happy Birthday!  sorry for the blank one my sister messed me up.,0.0
TGIF Resto here at home is dayuummm expensive!,0.0
Just finished reading Chuck Palahniuk`s 'Pygmy' and kind of hated it. I`m really disappointed; I had pretty high hopes for this one.,0.0
"riding daddy`s bike (yes a man`s bike, very convenient! NOT) in the dark without glasses on. i was scared  but i survived HAHA",0.0
VERY upset....  Mom is in the hospital,0.0
_J think so.. although think i am being ignored! not a good day,0.0
 That is annoying. What gear is it? I`ll take it off your hands,0.0
my back hurts  have a heating pad on it... stupid ladder y did you have to collapse and make me fall on my back/bum???,0.0
gonna do laundry....never did laundry @ a hotel before.....I miss you R.....even though you ignore me and don even check on me....,0.0
Ewww just printed my new I.d badge thingie 4 work n eww my picture. I took so many n they were all ugly,0.0
Awake at 4am..  can`t sleep,0.0
anyone else having a problem accessing their account info on the istore?  i cant buy music and cant look at my account,0.0
frame damage... car could be totalled,0.0
Ugh soooo much work to do today while trying to make the 6:10 train to the game... looking like a 4-5 hour Sunday at the office.,0.0
_breannarose fuuuuuuck  idk if andy can get youuuu,0.0
 doesnt look good  we have to go burn some lampions,0.0
My mouth hurts. Wish I could cut my head off,0.0
oh and #antiboyle didn`t work out either  never too much of a bad thing eh uk eh,0.0
 i had a dream that u didn`t like me,0.0
"Ugh, still sick. This Calgary cold has lasted forever.",0.0
 ha! I know..I`m very ashamed.,0.0
" Yeah, Sabrina..though I keep thinking it`s something else.  Cary Grant ain`t too shabby either. Bringing up Baby",0.0
